Time,01_A1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_A2::Des Heat Load [W],01_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A2::Des Heat Mass Flow [kg/s],01_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_B2:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_B2:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_C1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_C1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A1::Des Heat Load [W],02_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A1::Des Heat Mass Flow [kg/s],02_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A2::Des Heat Load [W],02_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A2::Des Heat Mass Flow [kg/s],02_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_B2::Des Heat Load [W],02_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_B2::Des Heat Mass Flow [kg/s],02_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_C1::Des Heat Load [W],02_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_C1::Des Heat Mass Flow [kg/s],02_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A1::Des Heat Load [W],03_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A1::Des Heat Mass Flow [kg/s],03_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A2::Des Heat Load [W],03_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A2::Des Heat Mass Flow [kg/s],03_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_B2::Des Heat Load [W],03_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_B2::Des Heat Mass Flow [kg/s],03_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_C1::Des Heat Load [W],03_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_C1::Des Heat Mass Flow [kg/s],03_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s]
00:10:00,0.000000E+00,1.267491E+03,0.000000E+00,8.934697E-02,0.000000E+00,1.315473E+03,0.000000E+00,9.274432E-02,0.000000E+00,7.911869E+02,0.000000E+00,5.577550E-02,0.000000E+00,8.279960E+02,0.000000E+00,5.837017E-02,0.000000E+00,3.067850E+03,0.000000E+00,2.162900E-01,0.000000E+00,2.712901E+03,0.000000E+00,1.912642E-01,0.000000E+00,3.088554E+03,0.000000E+00,2.177411E-01,0.000000E+00,3.740406E+03,0.000000E+00,2.636967E-01,0.000000E+00,3.069516E+03,0.000000E+00,2.164073E-01,0.000000E+00,2.861077E+03,0.000000E+00,2.017088E-01,0.000000E+00,3.111562E+03,0.000000E+00,2.193629E-01,0.000000E+00,3.741512E+03,0.000000E+00,2.637745E-01
00:20:00,0.000000E+00,1.187466E+03,0.000000E+00,8.370584E-02,0.000000E+00,1.242735E+03,0.000000E+00,8.761558E-02,0.000000E+00,7.063135E+02,0.000000E+00,4.979203E-02,0.000000E+00,7.351641E+02,0.000000E+00,5.182567E-02,0.000000E+00,2.980701E+03,0.000000E+00,2.101447E-01,0.000000E+00,2.628441E+03,0.000000E+00,1.853088E-01,0.000000E+00,2.996520E+03,0.000000E+00,2.112519E-01,0.000000E+00,3.632004E+03,0.000000E+00,2.560534E-01,0.000000E+00,2.978070E+03,0.000000E+00,2.099591E-01,0.000000E+00,2.774177E+03,0.000000E+00,1.955813E-01,0.000000E+00,3.014140E+03,0.000000E+00,2.124938E-01,0.000000E+00,3.628160E+03,0.000000E+00,2.557822E-01
00:30:00,0.000000E+00,1.107458E+03,0.000000E+00,7.806596E-02,0.000000E+00,1.170000E+03,0.000000E+00,8.248718E-02,0.000000E+00,6.213505E+02,0.000000E+00,4.380226E-02,0.000000E+00,6.424194E+02,0.000000E+00,4.528734E-02,0.000000E+00,2.893298E+03,0.000000E+00,2.039815E-01,0.000000E+00,2.543582E+03,0.000000E+00,1.793252E-01,0.000000E+00,2.904085E+03,0.000000E+00,2.047344E-01,0.000000E+00,3.523528E+03,0.000000E+00,2.484049E-01,0.000000E+00,2.886454E+03,0.000000E+00,2.034989E-01,0.000000E+00,2.686917E+03,0.000000E+00,1.894284E-01,0.000000E+00,2.916446E+03,0.000000E+00,2.056056E-01,0.000000E+00,3.514854E+03,0.000000E+00,2.477932E-01
00:40:00,0.000000E+00,1.027460E+03,0.000000E+00,7.242674E-02,0.000000E+00,1.097309E+03,0.000000E+00,7.736177E-02,0.000000E+00,5.363250E+02,0.000000E+00,3.780809E-02,0.000000E+00,5.497777E+02,0.000000E+00,3.875628E-02,0.000000E+00,2.805643E+03,0.000000E+00,1.978006E-01,0.000000E+00,2.458337E+03,0.000000E+00,1.733144E-01,0.000000E+00,2.811260E+03,0.000000E+00,1.981894E-01,0.000000E+00,3.414976E+03,0.000000E+00,2.407511E-01,0.000000E+00,2.794665E+03,0.000000E+00,1.970265E-01,0.000000E+00,2.599300E+03,0.000000E+00,1.832504E-01,0.000000E+00,2.818484E+03,0.000000E+00,1.986986E-01,0.000000E+00,3.401583E+03,0.000000E+00,2.398068E-01
00:50:00,0.000000E+00,9.474636E+02,0.000000E+00,6.678767E-02,0.000000E+00,1.024646E+03,0.000000E+00,7.223839E-02,0.000000E+00,4.512372E+02,0.000000E+00,3.180951E-02,0.000000E+00,4.572260E+02,0.000000E+00,3.223155E-02,0.000000E+00,2.717741E+03,0.000000E+00,1.916022E-01,0.000000E+00,2.372709E+03,0.000000E+00,1.672767E-01,0.000000E+00,2.718056E+03,0.000000E+00,1.916178E-01,0.000000E+00,3.306347E+03,0.000000E+00,2.330919E-01,0.000000E+00,2.702703E+03,0.000000E+00,1.905420E-01,0.000000E+00,2.511332E+03,0.000000E+00,1.770477E-01,0.000000E+00,2.720262E+03,0.000000E+00,1.917732E-01,0.000000E+00,3.288341E+03,0.000000E+00,2.318223E-01
01:00:00,0.000000E+00,8.674639E+02,0.000000E+00,6.114836E-02,0.000000E+00,9.520108E+02,0.000000E+00,6.711690E-02,0.000000E+00,3.660923E+02,0.000000E+00,2.580689E-02,0.000000E+00,3.647573E+02,0.000000E+00,2.571267E-02,0.000000E+00,2.629595E+03,0.000000E+00,1.853867E-01,0.000000E+00,2.286709E+03,0.000000E+00,1.612127E-01,0.000000E+00,2.624487E+03,0.000000E+00,1.850205E-01,0.000000E+00,3.197643E+03,0.000000E+00,2.254274E-01,0.000000E+00,2.610570E+03,0.000000E+00,1.840453E-01,0.000000E+00,2.423024E+03,0.000000E+00,1.708210E-01,0.000000E+00,2.621786E+03,0.000000E+00,1.848299E-01,0.000000E+00,3.175122E+03,0.000000E+00,2.238395E-01
01:10:00,1.830984E+00,8.294821E+02,1.617555E-04,5.847094E-02,0.000000E+00,9.195159E+02,0.000000E+00,6.482550E-02,0.000000E+00,3.281798E+02,0.000000E+00,2.313405E-02,0.000000E+00,3.206987E+02,0.000000E+00,2.260659E-02,0.000000E+00,2.580654E+03,0.000000E+00,1.819353E-01,0.000000E+00,2.241370E+03,0.000000E+00,1.580154E-01,0.000000E+00,2.574533E+03,0.000000E+00,1.814980E-01,0.000000E+00,3.133938E+03,0.000000E+00,2.209353E-01,0.000000E+00,2.560774E+03,0.000000E+00,1.805336E-01,0.000000E+00,2.379253E+03,0.000000E+00,1.677342E-01,0.000000E+00,2.570895E+03,0.000000E+00,1.812413E-01,0.000000E+00,3.110736E+03,0.000000E+00,2.192995E-01
01:20:00,6.513387E+00,7.941172E+02,5.754157E-04,5.597799E-02,0.000000E+00,8.907655E+02,0.000000E+00,6.279852E-02,0.000000E+00,2.929608E+02,0.000000E+00,2.065133E-02,0.000000E+00,2.794804E+02,0.000000E+00,1.970097E-02,0.000000E+00,2.534083E+03,0.000000E+00,1.786513E-01,0.000000E+00,2.200291E+03,0.000000E+00,1.551189E-01,0.000000E+00,2.527135E+03,0.000000E+00,1.781561E-01,0.000000E+00,3.073094E+03,0.000000E+00,2.166454E-01,0.000000E+00,2.512938E+03,0.000000E+00,1.771606E-01,0.000000E+00,2.337251E+03,0.000000E+00,1.647726E-01,0.000000E+00,2.522069E+03,0.000000E+00,1.777988E-01,0.000000E+00,3.048745E+03,0.000000E+00,2.149287E-01
01:30:00,1.339629E+01,7.602444E+02,1.183477E-03,5.359023E-02,0.000000E+00,8.633334E+02,0.000000E+00,6.086453E-02,0.000000E+00,2.592461E+02,0.000000E+00,1.827466E-02,0.000000E+00,2.400203E+02,0.000000E+00,1.691931E-02,0.000000E+00,2.488962E+03,0.000000E+00,1.754698E-01,0.000000E+00,2.160516E+03,0.000000E+00,1.523145E-01,0.000000E+00,2.481169E+03,0.000000E+00,1.749152E-01,0.000000E+00,3.014043E+03,0.000000E+00,2.124819E-01,0.000000E+00,2.466494E+03,0.000000E+00,1.738858E-01,0.000000E+00,2.296373E+03,0.000000E+00,1.618904E-01,0.000000E+00,2.474556E+03,0.000000E+00,1.744489E-01,0.000000E+00,2.988463E+03,0.000000E+00,2.106785E-01
01:40:00,2.216561E+01,7.274331E+02,1.958191E-03,5.127729E-02,0.000000E+00,8.367744E+02,0.000000E+00,5.899209E-02,0.000000E+00,2.264364E+02,0.000000E+00,1.596180E-02,0.000000E+00,2.017289E+02,0.000000E+00,1.422005E-02,0.000000E+00,2.444890E+03,0.000000E+00,1.723623E-01,0.000000E+00,2.121663E+03,0.000000E+00,1.495751E-01,0.000000E+00,2.436150E+03,0.000000E+00,1.717412E-01,0.000000E+00,2.956318E+03,0.000000E+00,2.084121E-01,0.000000E+00,2.421172E+03,0.000000E+00,1.706902E-01,0.000000E+00,2.256338E+03,0.000000E+00,1.590677E-01,0.000000E+00,2.428043E+03,0.000000E+00,1.711696E-01,0.000000E+00,2.929585E+03,0.000000E+00,2.065274E-01
