Time,01_A1:ANCHORAGEELMENDORFANNHUM_N99.6CONDNSDPMCDB:Des Heat Load [W],01_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A1:ANCHORAGEELMENDORFANNHUM_N99.6CONDNSDPMCDB:Des Heat Mass Flow [kg/s],01_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_A2::Des Heat Load [W],01_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A2::Des Heat Mass Flow [kg/s],01_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_B2:ANCHORAGEELMENDORFANNHTG99.6CONDNSDB:Des Heat Load [W],01_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_B2:ANCHORAGEELMENDORFANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_C1:ANCHORAGEELMENDORFANNHTG99.6CONDNSDB:Des Heat Load [W],01_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_C1:ANCHORAGEELMENDORFANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A1::Des Heat Load [W],02_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A1::Des Heat Mass Flow [kg/s],02_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A2::Des Heat Load [W],02_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A2::Des Heat Mass Flow [kg/s],02_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_B2::Des Heat Load [W],02_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_B2::Des Heat Mass Flow [kg/s],02_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_C1::Des Heat Load [W],02_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_C1::Des Heat Mass Flow [kg/s],02_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A1::Des Heat Load [W],03_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A1::Des Heat Mass Flow [kg/s],03_A1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A2::Des Heat Load [W],03_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A2::Des Heat Mass Flow [kg/s],03_A2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_B2::Des Heat Load [W],03_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_B2::Des Heat Mass Flow [kg/s],03_B2:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_C1::Des Heat Load [W],03_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_C1::Des Heat Mass Flow [kg/s],03_C1:ANCHORAGEELMENDORFANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s]
19:00:00,0.000000E+00,2.888327E+03,0.000000E+00,2.036007E-01,0.000000E+00,3.669228E+03,0.000000E+00,2.587141E-01,0.000000E+00,3.791769E+03,0.000000E+00,2.673380E-01,0.000000E+00,2.842301E+03,0.000000E+00,2.003964E-01,0.000000E+00,4.487797E+03,0.000000E+00,3.164312E-01,0.000000E+00,5.488085E+03,0.000000E+00,3.869509E-01,0.000000E+00,6.252360E+03,0.000000E+00,4.408218E-01,0.000000E+00,5.474434E+03,0.000000E+00,3.859717E-01,0.000000E+00,4.717024E+03,0.000000E+00,3.325936E-01,0.000000E+00,5.724800E+03,0.000000E+00,4.036419E-01,0.000000E+00,6.682940E+03,0.000000E+00,4.711793E-01,0.000000E+00,5.804787E+03,0.000000E+00,4.092626E-01
19:10:00,0.000000E+00,2.864388E+03,0.000000E+00,2.019135E-01,0.000000E+00,3.636929E+03,0.000000E+00,2.564373E-01,0.000000E+00,3.755678E+03,0.000000E+00,2.647938E-01,0.000000E+00,2.812991E+03,0.000000E+00,1.983301E-01,0.000000E+00,4.468412E+03,0.000000E+00,3.150652E-01,0.000000E+00,5.468663E+03,0.000000E+00,3.855823E-01,0.000000E+00,6.239216E+03,0.000000E+00,4.398961E-01,0.000000E+00,5.450618E+03,0.000000E+00,3.842938E-01,0.000000E+00,4.690147E+03,0.000000E+00,3.306994E-01,0.000000E+00,5.693501E+03,0.000000E+00,4.014360E-01,0.000000E+00,6.655189E+03,0.000000E+00,4.692238E-01,0.000000E+00,5.771143E+03,0.000000E+00,4.068918E-01
19:20:00,0.000000E+00,2.838824E+03,0.000000E+00,2.001117E-01,0.000000E+00,3.598891E+03,0.000000E+00,2.537552E-01,0.000000E+00,3.714348E+03,0.000000E+00,2.618797E-01,0.000000E+00,2.779620E+03,0.000000E+00,1.959769E-01,0.000000E+00,4.446843E+03,0.000000E+00,3.135447E-01,0.000000E+00,5.442178E+03,0.000000E+00,3.837152E-01,0.000000E+00,6.219368E+03,0.000000E+00,4.384972E-01,0.000000E+00,5.422387E+03,0.000000E+00,3.823039E-01,0.000000E+00,4.661224E+03,0.000000E+00,3.286604E-01,0.000000E+00,5.657438E+03,0.000000E+00,3.988937E-01,0.000000E+00,6.620128E+03,0.000000E+00,4.667523E-01,0.000000E+00,5.734805E+03,0.000000E+00,4.043304E-01
19:30:00,0.000000E+00,2.811539E+03,0.000000E+00,1.981885E-01,0.000000E+00,3.556501E+03,0.000000E+00,2.507661E-01,0.000000E+00,3.667747E+03,0.000000E+00,2.585937E-01,0.000000E+00,2.744203E+03,0.000000E+00,1.934793E-01,0.000000E+00,4.423436E+03,0.000000E+00,3.118941E-01,0.000000E+00,5.409903E+03,0.000000E+00,3.814394E-01,0.000000E+00,6.192897E+03,0.000000E+00,4.366308E-01,0.000000E+00,5.391089E+03,0.000000E+00,3.800974E-01,0.000000E+00,4.630484E+03,0.000000E+00,3.264927E-01,0.000000E+00,5.616253E+03,0.000000E+00,3.959895E-01,0.000000E+00,6.577396E+03,0.000000E+00,4.637394E-01,0.000000E+00,5.695851E+03,0.000000E+00,4.015842E-01
19:40:00,0.000000E+00,2.782022E+03,0.000000E+00,1.961080E-01,0.000000E+00,3.509678E+03,0.000000E+00,2.474641E-01,0.000000E+00,3.616441E+03,0.000000E+00,2.549759E-01,0.000000E+00,2.707409E+03,0.000000E+00,1.908846E-01,0.000000E+00,4.397841E+03,0.000000E+00,3.100889E-01,0.000000E+00,5.371760E+03,0.000000E+00,3.787493E-01,0.000000E+00,6.160408E+03,0.000000E+00,4.343396E-01,0.000000E+00,5.357962E+03,0.000000E+00,3.777615E-01,0.000000E+00,4.598006E+03,0.000000E+00,3.242021E-01,0.000000E+00,5.570163E+03,0.000000E+00,3.927391E-01,0.000000E+00,6.527695E+03,0.000000E+00,4.602347E-01,0.000000E+00,5.654803E+03,0.000000E+00,3.986899E-01
19:50:00,0.000000E+00,2.750406E+03,0.000000E+00,1.938794E-01,0.000000E+00,3.458040E+03,0.000000E+00,2.438225E-01,0.000000E+00,3.560892E+03,0.000000E+00,2.510588E-01,0.000000E+00,2.669937E+03,0.000000E+00,1.882421E-01,0.000000E+00,4.370170E+03,0.000000E+00,3.081370E-01,0.000000E+00,5.327318E+03,0.000000E+00,3.756147E-01,0.000000E+00,6.122353E+03,0.000000E+00,4.316556E-01,0.000000E+00,5.323761E+03,0.000000E+00,3.753496E-01,0.000000E+00,4.563779E+03,0.000000E+00,3.217879E-01,0.000000E+00,5.518963E+03,0.000000E+00,3.891280E-01,0.000000E+00,6.471694E+03,0.000000E+00,4.562852E-01,0.000000E+00,5.612227E+03,0.000000E+00,3.956875E-01
20:00:00,0.000000E+00,2.716652E+03,0.000000E+00,1.915002E-01,0.000000E+00,3.400450E+03,0.000000E+00,2.397611E-01,0.000000E+00,3.500418E+03,0.000000E+00,2.467944E-01,0.000000E+00,2.631394E+03,0.000000E+00,1.855241E-01,0.000000E+00,4.340387E+03,0.000000E+00,3.060359E-01,0.000000E+00,5.275390E+03,0.000000E+00,3.719522E-01,0.000000E+00,6.078299E+03,0.000000E+00,4.285484E-01,0.000000E+00,5.288332E+03,0.000000E+00,3.728509E-01,0.000000E+00,4.527425E+03,0.000000E+00,3.192236E-01,0.000000E+00,5.461647E+03,0.000000E+00,3.850855E-01,0.000000E+00,6.408967E+03,0.000000E+00,4.518614E-01,0.000000E+00,5.567247E+03,0.000000E+00,3.925154E-01
20:10:00,0.000000E+00,2.688553E+03,0.000000E+00,1.895196E-01,0.000000E+00,3.345340E+03,0.000000E+00,2.358746E-01,0.000000E+00,3.443404E+03,0.000000E+00,2.427738E-01,0.000000E+00,2.599026E+03,0.000000E+00,1.832415E-01,0.000000E+00,4.315258E+03,0.000000E+00,3.042631E-01,0.000000E+00,5.223966E+03,0.000000E+00,3.683252E-01,0.000000E+00,6.035285E+03,0.000000E+00,4.255145E-01,0.000000E+00,5.257695E+03,0.000000E+00,3.706900E-01,0.000000E+00,4.496796E+03,0.000000E+00,3.170628E-01,0.000000E+00,5.407039E+03,0.000000E+00,3.812339E-01,0.000000E+00,6.348484E+03,0.000000E+00,4.475958E-01,0.000000E+00,5.527544E+03,0.000000E+00,3.897152E-01
20:20:00,0.000000E+00,2.660128E+03,0.000000E+00,1.875159E-01,0.000000E+00,3.287452E+03,0.000000E+00,2.317924E-01,0.000000E+00,3.384682E+03,0.000000E+00,2.386330E-01,0.000000E+00,2.568132E+03,0.000000E+00,1.810629E-01,0.000000E+00,4.289608E+03,0.000000E+00,3.024536E-01,0.000000E+00,5.168058E+03,0.000000E+00,3.643822E-01,0.000000E+00,5.989318E+03,0.000000E+00,4.222724E-01,0.000000E+00,5.228302E+03,0.000000E+00,3.686169E-01,0.000000E+00,4.465535E+03,0.000000E+00,3.148577E-01,0.000000E+00,5.348035E+03,0.000000E+00,3.770725E-01,0.000000E+00,6.284866E+03,0.000000E+00,4.431093E-01,0.000000E+00,5.488245E+03,0.000000E+00,3.869437E-01
20:30:00,0.000000E+00,2.631143E+03,0.000000E+00,1.854728E-01,0.000000E+00,3.225978E+03,0.000000E+00,2.274574E-01,0.000000E+00,3.323701E+03,0.000000E+00,2.343330E-01,0.000000E+00,2.538250E+03,0.000000E+00,1.789558E-01,0.000000E+00,4.263237E+03,0.000000E+00,3.005935E-01,0.000000E+00,5.106931E+03,0.000000E+00,3.600714E-01,0.000000E+00,5.940013E+03,0.000000E+00,4.187953E-01,0.000000E+00,5.199790E+03,0.000000E+00,3.666061E-01,0.000000E+00,4.433527E+03,0.000000E+00,3.126001E-01,0.000000E+00,5.284580E+03,0.000000E+00,3.725975E-01,0.000000E+00,6.217809E+03,0.000000E+00,4.383804E-01,0.000000E+00,5.449161E+03,0.000000E+00,3.841873E-01
20:40:00,0.000000E+00,2.602373E+03,0.000000E+00,1.834448E-01,0.000000E+00,3.161215E+03,0.000000E+00,2.228906E-01,0.000000E+00,3.259764E+03,0.000000E+00,2.298246E-01,0.000000E+00,2.508238E+03,0.000000E+00,1.768395E-01,0.000000E+00,4.236737E+03,0.000000E+00,2.987242E-01,0.000000E+00,5.040766E+03,0.000000E+00,3.554056E-01,0.000000E+00,5.886695E+03,0.000000E+00,4.150352E-01,0.000000E+00,5.171219E+03,0.000000E+00,3.645911E-01,0.000000E+00,4.400982E+03,0.000000E+00,3.103047E-01,0.000000E+00,5.216776E+03,0.000000E+00,3.678159E-01,0.000000E+00,6.146584E+03,0.000000E+00,4.333578E-01,0.000000E+00,5.409872E+03,0.000000E+00,3.814167E-01
20:50:00,0.000000E+00,2.573895E+03,0.000000E+00,1.814374E-01,0.000000E+00,3.094250E+03,0.000000E+00,2.181687E-01,0.000000E+00,3.192321E+03,0.000000E+00,2.250691E-01,0.000000E+00,2.477486E+03,0.000000E+00,1.746711E-01,0.000000E+00,4.210172E+03,0.000000E+00,2.968506E-01,0.000000E+00,4.970528E+03,0.000000E+00,3.504526E-01,0.000000E+00,5.828827E+03,0.000000E+00,4.109545E-01,0.000000E+00,5.141977E+03,0.000000E+00,3.625289E-01,0.000000E+00,4.368132E+03,0.000000E+00,3.079879E-01,0.000000E+00,5.145258E+03,0.000000E+00,3.627726E-01,0.000000E+00,6.070702E+03,0.000000E+00,4.280070E-01,0.000000E+00,5.369866E+03,0.000000E+00,3.785954E-01
21:00:00,0.000000E+00,2.545938E+03,0.000000E+00,1.794667E-01,0.000000E+00,3.027014E+03,0.000000E+00,2.134277E-01,0.000000E+00,3.121791E+03,0.000000E+00,2.200959E-01,0.000000E+00,2.446527E+03,0.000000E+00,1.724880E-01,0.000000E+00,4.183740E+03,0.000000E+00,2.949864E-01,0.000000E+00,4.898069E+03,0.000000E+00,3.453432E-01,0.000000E+00,5.766686E+03,0.000000E+00,4.065725E-01,0.000000E+00,5.112393E+03,0.000000E+00,3.604425E-01,0.000000E+00,4.335535E+03,0.000000E+00,3.056889E-01,0.000000E+00,5.071569E+03,0.000000E+00,3.575762E-01,0.000000E+00,5.990804E+03,0.000000E+00,4.223731E-01,0.000000E+00,5.329847E+03,0.000000E+00,3.757734E-01
21:10:00,0.000000E+00,2.506995E+03,0.000000E+00,1.767216E-01,0.000000E+00,2.948647E+03,0.000000E+00,2.079021E-01,0.000000E+00,3.029826E+03,0.000000E+00,2.136116E-01,0.000000E+00,2.398543E+03,0.000000E+00,1.691048E-01,0.000000E+00,4.146032E+03,0.000000E+00,2.923271E-01,0.000000E+00,4.811906E+03,0.000000E+00,3.392676E-01,0.000000E+00,5.682400E+03,0.000000E+00,4.006293E-01,0.000000E+00,5.065715E+03,0.000000E+00,3.571510E-01,0.000000E+00,4.291742E+03,0.000000E+00,3.026006E-01,0.000000E+00,4.983753E+03,0.000000E+00,3.513840E-01,0.000000E+00,5.887790E+03,0.000000E+00,4.151095E-01,0.000000E+00,5.272582E+03,0.000000E+00,3.717355E-01
21:20:00,0.000000E+00,2.467813E+03,0.000000E+00,1.739596E-01,0.000000E+00,2.868906E+03,0.000000E+00,2.022794E-01,0.000000E+00,2.925989E+03,0.000000E+00,2.062900E-01,0.000000E+00,2.346758E+03,0.000000E+00,1.654532E-01,0.000000E+00,4.107893E+03,0.000000E+00,2.896373E-01,0.000000E+00,4.721033E+03,0.000000E+00,3.328598E-01,0.000000E+00,5.585951E+03,0.000000E+00,3.938284E-01,0.000000E+00,5.015241E+03,0.000000E+00,3.535917E-01,0.000000E+00,4.247558E+03,0.000000E+00,2.994845E-01,0.000000E+00,4.891006E+03,0.000000E+00,3.448439E-01,0.000000E+00,5.770511E+03,0.000000E+00,4.068399E-01,0.000000E+00,5.210932E+03,0.000000E+00,3.673882E-01
21:30:00,0.000000E+00,2.428504E+03,0.000000E+00,1.711887E-01,0.000000E+00,2.789193E+03,0.000000E+00,1.966590E-01,0.000000E+00,2.813585E+03,0.000000E+00,1.983645E-01,0.000000E+00,2.291598E+03,0.000000E+00,1.615638E-01,0.000000E+00,4.069382E+03,0.000000E+00,2.869214E-01,0.000000E+00,4.627350E+03,0.000000E+00,3.262540E-01,0.000000E+00,5.479698E+03,0.000000E+00,3.863362E-01,0.000000E+00,4.961087E+03,0.000000E+00,3.497730E-01,0.000000E+00,4.203139E+03,0.000000E+00,2.963520E-01,0.000000E+00,4.796025E+03,0.000000E+00,3.381464E-01,0.000000E+00,5.642985E+03,0.000000E+00,3.978479E-01,0.000000E+00,5.145472E+03,0.000000E+00,3.627724E-01
21:40:00,0.000000E+00,2.389010E+03,0.000000E+00,1.684047E-01,0.000000E+00,2.709831E+03,0.000000E+00,1.910635E-01,0.000000E+00,2.692895E+03,0.000000E+00,1.898548E-01,0.000000E+00,2.232689E+03,0.000000E+00,1.574101E-01,0.000000E+00,4.030459E+03,0.000000E+00,2.841765E-01,0.000000E+00,4.531982E+03,0.000000E+00,3.195296E-01,0.000000E+00,5.363764E+03,0.000000E+00,3.781617E-01,0.000000E+00,4.902757E+03,0.000000E+00,3.456600E-01,0.000000E+00,4.158453E+03,0.000000E+00,2.932008E-01,0.000000E+00,4.699456E+03,0.000000E+00,3.313371E-01,0.000000E+00,5.505200E+03,0.000000E+00,3.881328E-01,0.000000E+00,5.075638E+03,0.000000E+00,3.578483E-01
21:50:00,0.000000E+00,2.349459E+03,0.000000E+00,1.656167E-01,0.000000E+00,2.632463E+03,0.000000E+00,1.856086E-01,0.000000E+00,2.568745E+03,0.000000E+00,1.811011E-01,0.000000E+00,2.171145E+03,0.000000E+00,1.530706E-01,0.000000E+00,3.991229E+03,0.000000E+00,2.814102E-01,0.000000E+00,4.437242E+03,0.000000E+00,3.128496E-01,0.000000E+00,5.242120E+03,0.000000E+00,3.695847E-01,0.000000E+00,4.841072E+03,0.000000E+00,3.413105E-01,0.000000E+00,4.113662E+03,0.000000E+00,2.900424E-01,0.000000E+00,4.603903E+03,0.000000E+00,3.245996E-01,0.000000E+00,5.362427E+03,0.000000E+00,3.780661E-01,0.000000E+00,5.002641E+03,0.000000E+00,3.527013E-01
22:00:00,0.000000E+00,2.309081E+03,0.000000E+00,1.627704E-01,0.000000E+00,2.556287E+03,0.000000E+00,1.802378E-01,0.000000E+00,2.438317E+03,0.000000E+00,1.719050E-01,0.000000E+00,2.104928E+03,0.000000E+00,1.484017E-01,0.000000E+00,3.951083E+03,0.000000E+00,2.785793E-01,0.000000E+00,4.342539E+03,0.000000E+00,3.061724E-01,0.000000E+00,5.112673E+03,0.000000E+00,3.604576E-01,0.000000E+00,4.774262E+03,0.000000E+00,3.365999E-01,0.000000E+00,4.067704E+03,0.000000E+00,2.868017E-01,0.000000E+00,4.507691E+03,0.000000E+00,3.178157E-01,0.000000E+00,5.210651E+03,0.000000E+00,3.673648E-01,0.000000E+00,4.923399E+03,0.000000E+00,3.471141E-01
22:10:00,0.000000E+00,2.224527E+03,0.000000E+00,1.568101E-01,0.000000E+00,2.442797E+03,0.000000E+00,1.722359E-01,0.000000E+00,2.266371E+03,0.000000E+00,1.597818E-01,0.000000E+00,1.987748E+03,0.000000E+00,1.401398E-01,0.000000E+00,3.869346E+03,0.000000E+00,2.728160E-01,0.000000E+00,4.209359E+03,0.000000E+00,2.967823E-01,0.000000E+00,4.941454E+03,0.000000E+00,3.483857E-01,0.000000E+00,4.658852E+03,0.000000E+00,3.284628E-01,0.000000E+00,3.977123E+03,0.000000E+00,2.804149E-01,0.000000E+00,4.370308E+03,0.000000E+00,3.081292E-01,0.000000E+00,5.016428E+03,0.000000E+00,3.536709E-01,0.000000E+00,4.792617E+03,0.000000E+00,3.378932E-01
22:20:00,0.000000E+00,2.137531E+03,0.000000E+00,1.506777E-01,0.000000E+00,2.331791E+03,0.000000E+00,1.644086E-01,0.000000E+00,2.106158E+03,0.000000E+00,1.484857E-01,0.000000E+00,1.870250E+03,0.000000E+00,1.318552E-01,0.000000E+00,3.784853E+03,0.000000E+00,2.668578E-01,0.000000E+00,4.079694E+03,0.000000E+00,2.876396E-01,0.000000E+00,4.777841E+03,0.000000E+00,3.368496E-01,0.000000E+00,4.541631E+03,0.000000E+00,3.201976E-01,0.000000E+00,3.884728E+03,0.000000E+00,2.738995E-01,0.000000E+00,4.239641E+03,0.000000E+00,2.989156E-01,0.000000E+00,4.835073E+03,0.000000E+00,3.408840E-01,0.000000E+00,4.662259E+03,0.000000E+00,3.287017E-01
22:30:00,0.000000E+00,2.049320E+03,0.000000E+00,1.444595E-01,0.000000E+00,2.225331E+03,0.000000E+00,1.569017E-01,0.000000E+00,1.957097E+03,0.000000E+00,1.379759E-01,0.000000E+00,1.753577E+03,0.000000E+00,1.236287E-01,0.000000E+00,3.698658E+03,0.000000E+00,2.607794E-01,0.000000E+00,3.955931E+03,0.000000E+00,2.789129E-01,0.000000E+00,4.622390E+03,0.000000E+00,3.258889E-01,0.000000E+00,4.424013E+03,0.000000E+00,3.119041E-01,0.000000E+00,3.791122E+03,0.000000E+00,2.672985E-01,0.000000E+00,4.114684E+03,0.000000E+00,2.901046E-01,0.000000E+00,4.665084E+03,0.000000E+00,3.288983E-01,0.000000E+00,4.532892E+03,0.000000E+00,3.195800E-01
22:40:00,0.000000E+00,1.960481E+03,0.000000E+00,1.381971E-01,0.000000E+00,2.123859E+03,0.000000E+00,1.497462E-01,0.000000E+00,1.820769E+03,0.000000E+00,1.283639E-01,0.000000E+00,1.639130E+03,0.000000E+00,1.155593E-01,0.000000E+00,3.611327E+03,0.000000E+00,2.546206E-01,0.000000E+00,3.838099E+03,0.000000E+00,2.706041E-01,0.000000E+00,4.477029E+03,0.000000E+00,3.156395E-01,0.000000E+00,4.307412E+03,0.000000E+00,3.036824E-01,0.000000E+00,3.696710E+03,0.000000E+00,2.606405E-01,0.000000E+00,3.995772E+03,0.000000E+00,2.817195E-01,0.000000E+00,4.508373E+03,0.000000E+00,3.178488E-01,0.000000E+00,4.405834E+03,0.000000E+00,3.106210E-01
22:50:00,0.000000E+00,1.871181E+03,0.000000E+00,1.319022E-01,0.000000E+00,2.026161E+03,0.000000E+00,1.428570E-01,0.000000E+00,1.693864E+03,0.000000E+00,1.194164E-01,0.000000E+00,1.526496E+03,0.000000E+00,1.076177E-01,0.000000E+00,3.523056E+03,0.000000E+00,2.483954E-01,0.000000E+00,3.724739E+03,0.000000E+00,2.626106E-01,0.000000E+00,4.339547E+03,0.000000E+00,3.059456E-01,0.000000E+00,4.191734E+03,0.000000E+00,2.955255E-01,0.000000E+00,3.601590E+03,0.000000E+00,2.539323E-01,0.000000E+00,3.881037E+03,0.000000E+00,2.736288E-01,0.000000E+00,4.361457E+03,0.000000E+00,3.074898E-01,0.000000E+00,4.280588E+03,0.000000E+00,3.017896E-01
23:00:00,0.000000E+00,1.782395E+03,0.000000E+00,1.256435E-01,0.000000E+00,1.933193E+03,0.000000E+00,1.363012E-01,0.000000E+00,1.580569E+03,0.000000E+00,1.114285E-01,0.000000E+00,1.418391E+03,0.000000E+00,9.999533E-02,0.000000E+00,3.434666E+03,0.000000E+00,2.421618E-01,0.000000E+00,3.616984E+03,0.000000E+00,2.550120E-01,0.000000E+00,4.213649E+03,0.000000E+00,2.970683E-01,0.000000E+00,4.079452E+03,0.000000E+00,2.876081E-01,0.000000E+00,3.507029E+03,0.000000E+00,2.472636E-01,0.000000E+00,3.772661E+03,0.000000E+00,2.659863E-01,0.000000E+00,4.230014E+03,0.000000E+00,2.982217E-01,0.000000E+00,4.160978E+03,0.000000E+00,2.933555E-01
23:10:00,0.000000E+00,1.700786E+03,0.000000E+00,1.198908E-01,0.000000E+00,1.849624E+03,0.000000E+00,1.304083E-01,0.000000E+00,1.478846E+03,0.000000E+00,1.042566E-01,0.000000E+00,1.320269E+03,0.000000E+00,9.307710E-02,0.000000E+00,3.352779E+03,0.000000E+00,2.363868E-01,0.000000E+00,3.518673E+03,0.000000E+00,2.480795E-01,0.000000E+00,4.099336E+03,0.000000E+00,2.890079E-01,0.000000E+00,3.976561E+03,0.000000E+00,2.803528E-01,0.000000E+00,3.419317E+03,0.000000E+00,2.410779E-01,0.000000E+00,3.672831E+03,0.000000E+00,2.589466E-01,0.000000E+00,4.110398E+03,0.000000E+00,2.897875E-01,0.000000E+00,4.051167E+03,0.000000E+00,2.856124E-01
23:20:00,0.000000E+00,1.619072E+03,0.000000E+00,1.141306E-01,0.000000E+00,1.767152E+03,0.000000E+00,1.245930E-01,0.000000E+00,1.378653E+03,0.000000E+00,9.719277E-02,0.000000E+00,1.222480E+03,0.000000E+00,8.618269E-02,0.000000E+00,3.270397E+03,0.000000E+00,2.305771E-01,0.000000E+00,3.421188E+03,0.000000E+00,2.412054E-01,0.000000E+00,3.986729E+03,0.000000E+00,2.810679E-01,0.000000E+00,3.873688E+03,0.000000E+00,2.730991E-01,0.000000E+00,3.331129E+03,0.000000E+00,2.348588E-01,0.000000E+00,3.573540E+03,0.000000E+00,2.519451E-01,0.000000E+00,3.992498E+03,0.000000E+00,2.814744E-01,0.000000E+00,3.941425E+03,0.000000E+00,2.778744E-01
23:30:00,0.000000E+00,1.537155E+03,0.000000E+00,1.083561E-01,0.000000E+00,1.684998E+03,0.000000E+00,1.188001E-01,0.000000E+00,1.279323E+03,0.000000E+00,9.018978E-02,0.000000E+00,1.124747E+03,0.000000E+00,7.929231E-02,0.000000E+00,3.187447E+03,0.000000E+00,2.247275E-01,0.000000E+00,3.323872E+03,0.000000E+00,2.343432E-01,0.000000E+00,3.875061E+03,0.000000E+00,2.731942E-01,0.000000E+00,3.770581E+03,0.000000E+00,2.658289E-01,0.000000E+00,3.242446E+03,0.000000E+00,2.286050E-01,0.000000E+00,3.474509E+03,0.000000E+00,2.449618E-01,0.000000E+00,3.875715E+03,0.000000E+00,2.732401E-01,0.000000E+00,3.831591E+03,0.000000E+00,2.701299E-01
23:40:00,0.000000E+00,1.455024E+03,0.000000E+00,1.025665E-01,0.000000E+00,1.603069E+03,0.000000E+00,1.130231E-01,0.000000E+00,1.180614E+03,0.000000E+00,8.323055E-02,0.000000E+00,1.027017E+03,0.000000E+00,7.240203E-02,0.000000E+00,3.103922E+03,0.000000E+00,2.188374E-01,0.000000E+00,3.226553E+03,0.000000E+00,2.274808E-01,0.000000E+00,3.763952E+03,0.000000E+00,2.653598E-01,0.000000E+00,3.667142E+03,0.000000E+00,2.585352E-01,0.000000E+00,3.153285E+03,0.000000E+00,2.223175E-01,0.000000E+00,3.375589E+03,0.000000E+00,2.379865E-01,0.000000E+00,3.759712E+03,0.000000E+00,2.650607E-01,0.000000E+00,3.721598E+03,0.000000E+00,2.623742E-01
23:50:00,0.000000E+00,1.372686E+03,0.000000E+00,9.676238E-02,0.000000E+00,1.521295E+03,0.000000E+00,1.072569E-01,0.000000E+00,1.082389E+03,0.000000E+00,7.630545E-02,0.000000E+00,9.292596E+02,0.000000E+00,6.550984E-02,0.000000E+00,3.019831E+03,0.000000E+00,2.129073E-01,0.000000E+00,3.129131E+03,0.000000E+00,2.206111E-01,0.000000E+00,3.653184E+03,0.000000E+00,2.575495E-01,0.000000E+00,3.563326E+03,0.000000E+00,2.512150E-01,0.000000E+00,3.063662E+03,0.000000E+00,2.159974E-01,0.000000E+00,3.276685E+03,0.000000E+00,2.310123E-01,0.000000E+00,3.644262E+03,0.000000E+00,2.569203E-01,0.000000E+00,3.611403E+03,0.000000E+00,2.546042E-01
24:00:00,0.000000E+00,1.290152E+03,0.000000E+00,9.094441E-02,0.000000E+00,1.439641E+03,0.000000E+00,1.014992E-01,0.000000E+00,9.845697E+02,0.000000E+00,6.940884E-02,0.000000E+00,8.314656E+02,0.000000E+00,5.861504E-02,0.000000E+00,2.935188E+03,0.000000E+00,2.069384E-01,0.000000E+00,3.031555E+03,0.000000E+00,2.137306E-01,0.000000E+00,3.542624E+03,0.000000E+00,2.497538E-01,0.000000E+00,3.459112E+03,0.000000E+00,2.438667E-01,0.000000E+00,2.973592E+03,0.000000E+00,2.096458E-01,0.000000E+00,3.177734E+03,0.000000E+00,2.240347E-01,0.000000E+00,3.529205E+03,0.000000E+00,2.488076E-01,0.000000E+00,3.500975E+03,0.000000E+00,2.468179E-01
