Time,01_A1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_A2::Des Heat Load [W],01_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_A2::Des Heat Mass Flow [kg/s],01_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_B2:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_B2:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],01_C1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Load [W],01_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],01_C1:ANCHORAGEMERRILLFIELDANNHTG99.6CONDNSDB:Des Heat Mass Flow [kg/s],01_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A1::Des Heat Load [W],02_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A1::Des Heat Mass Flow [kg/s],02_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_A2::Des Heat Load [W],02_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_A2::Des Heat Mass Flow [kg/s],02_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_B2::Des Heat Load [W],02_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_B2::Des Heat Mass Flow [kg/s],02_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],02_C1::Des Heat Load [W],02_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],02_C1::Des Heat Mass Flow [kg/s],02_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A1::Des Heat Load [W],03_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A1::Des Heat Mass Flow [kg/s],03_A1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_A2::Des Heat Load [W],03_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_A2::Des Heat Mass Flow [kg/s],03_A2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_B2::Des Heat Load [W],03_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_B2::Des Heat Mass Flow [kg/s],03_B2:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s],03_C1::Des Heat Load [W],03_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Sens Cool Load [W],03_C1::Des Heat Mass Flow [kg/s],03_C1:ANCHORAGEMERRILLFIELDANNCLG.4CONDNSDBMWB:Des Cool Mass Flow [kg/s]
00:10:00,0.000000E+00,1.205614E+03,0.000000E+00,8.498517E-02,0.000000E+00,1.316402E+03,0.000000E+00,9.280989E-02,0.000000E+00,9.089087E+02,0.000000E+00,6.407459E-02,0.000000E+00,8.138174E+02,0.000000E+00,5.737042E-02,0.000000E+00,2.814417E+03,0.000000E+00,1.984224E-01,0.000000E+00,2.739920E+03,0.000000E+00,1.931691E-01,0.000000E+00,3.508791E+03,0.000000E+00,2.473675E-01,0.000000E+00,3.597661E+03,0.000000E+00,2.536331E-01,0.000000E+00,2.847151E+03,0.000000E+00,2.007301E-01,0.000000E+00,2.892978E+03,0.000000E+00,2.039578E-01,0.000000E+00,3.487151E+03,0.000000E+00,2.458417E-01,0.000000E+00,3.614069E+03,0.000000E+00,2.547897E-01
00:20:00,0.000000E+00,1.127888E+03,0.000000E+00,7.950617E-02,0.000000E+00,1.243894E+03,0.000000E+00,8.769739E-02,0.000000E+00,8.184107E+02,0.000000E+00,5.769456E-02,0.000000E+00,7.198680E+02,0.000000E+00,5.074719E-02,0.000000E+00,2.734983E+03,0.000000E+00,1.928212E-01,0.000000E+00,2.654516E+03,0.000000E+00,1.871471E-01,0.000000E+00,3.403491E+03,0.000000E+00,2.399429E-01,0.000000E+00,3.492979E+03,0.000000E+00,2.462522E-01,0.000000E+00,2.762464E+03,0.000000E+00,1.947585E-01,0.000000E+00,2.805119E+03,0.000000E+00,1.977627E-01,0.000000E+00,3.377585E+03,0.000000E+00,2.381164E-01,0.000000E+00,3.503615E+03,0.000000E+00,2.470018E-01
00:30:00,0.000000E+00,1.050061E+03,0.000000E+00,7.401994E-02,0.000000E+00,1.171343E+03,0.000000E+00,8.258184E-02,0.000000E+00,7.282295E+02,0.000000E+00,5.133688E-02,0.000000E+00,6.262220E+02,0.000000E+00,4.414536E-02,0.000000E+00,2.655072E+03,0.000000E+00,1.871862E-01,0.000000E+00,2.568722E+03,0.000000E+00,1.810976E-01,0.000000E+00,3.298292E+03,0.000000E+00,2.325255E-01,0.000000E+00,3.388251E+03,0.000000E+00,2.388679E-01,0.000000E+00,2.677408E+03,0.000000E+00,1.887608E-01,0.000000E+00,2.716894E+03,0.000000E+00,1.915418E-01,0.000000E+00,3.268263E+03,0.000000E+00,2.304083E-01,0.000000E+00,3.393314E+03,0.000000E+00,2.392247E-01
00:40:00,0.000000E+00,9.721136E+02,0.000000E+00,6.852533E-02,0.000000E+00,1.098774E+03,0.000000E+00,7.746505E-02,0.000000E+00,6.383235E+02,0.000000E+00,4.499859E-02,0.000000E+00,5.328434E+02,0.000000E+00,3.756239E-02,0.000000E+00,2.574677E+03,0.000000E+00,1.815173E-01,0.000000E+00,2.482543E+03,0.000000E+00,1.750209E-01,0.000000E+00,3.193148E+03,0.000000E+00,2.251120E-01,0.000000E+00,3.283424E+03,0.000000E+00,2.314768E-01,0.000000E+00,2.591957E+03,0.000000E+00,1.827354E-01,0.000000E+00,2.628275E+03,0.000000E+00,1.852931E-01,0.000000E+00,3.159097E+03,0.000000E+00,2.227113E-01,0.000000E+00,3.283071E+03,0.000000E+00,2.314517E-01
00:50:00,0.000000E+00,8.940825E+02,0.000000E+00,6.302478E-02,0.000000E+00,1.026211E+03,0.000000E+00,7.234871E-02,0.000000E+00,5.487069E+02,0.000000E+00,3.868071E-02,0.000000E+00,4.397395E+02,0.000000E+00,3.099877E-02,0.000000E+00,2.493829E+03,0.000000E+00,1.758163E-01,0.000000E+00,2.396011E+03,0.000000E+00,1.689194E-01,0.000000E+00,3.088081E+03,0.000000E+00,2.177039E-01,0.000000E+00,3.178506E+03,0.000000E+00,2.240793E-01,0.000000E+00,2.506165E+03,0.000000E+00,1.766859E-01,0.000000E+00,2.539353E+03,0.000000E+00,1.790231E-01,0.000000E+00,3.050146E+03,0.000000E+00,2.150294E-01,0.000000E+00,3.172922E+03,0.000000E+00,2.236854E-01
01:00:00,0.000000E+00,8.159569E+02,0.000000E+00,5.751758E-02,0.000000E+00,9.536534E+02,0.000000E+00,6.723272E-02,0.000000E+00,4.593353E+02,0.000000E+00,3.238007E-02,0.000000E+00,3.468653E+02,0.000000E+00,2.445135E-02,0.000000E+00,2.412529E+03,0.000000E+00,1.700836E-01,0.000000E+00,2.309132E+03,0.000000E+00,1.627935E-01,0.000000E+00,2.983063E+03,0.000000E+00,2.102993E-01,0.000000E+00,3.073471E+03,0.000000E+00,2.166735E-01,0.000000E+00,2.420017E+03,0.000000E+00,1.706113E-01,0.000000E+00,2.450105E+03,0.000000E+00,1.727302E-01,0.000000E+00,2.941349E+03,0.000000E+00,2.073584E-01,0.000000E+00,3.062806E+03,0.000000E+00,2.159214E-01
01:10:00,1.788026E+00,7.797648E+02,1.579605E-04,5.496633E-02,0.000000E+00,9.212187E+02,0.000000E+00,6.494556E-02,0.000000E+00,4.174702E+02,0.000000E+00,2.942854E-02,0.000000E+00,3.025286E+02,0.000000E+00,2.132568E-02,0.000000E+00,2.370236E+03,0.000000E+00,1.671009E-01,0.000000E+00,2.262966E+03,0.000000E+00,1.595379E-01,0.000000E+00,2.922047E+03,0.000000E+00,2.059969E-01,0.000000E+00,3.013383E+03,0.000000E+00,2.124364E-01,0.000000E+00,2.376033E+03,0.000000E+00,1.675094E-01,0.000000E+00,2.405412E+03,0.000000E+00,1.695784E-01,0.000000E+00,2.880513E+03,0.000000E+00,2.030687E-01,0.000000E+00,3.001516E+03,0.000000E+00,2.115997E-01
01:20:00,6.426613E+00,7.461108E+02,5.677498E-04,5.259398E-02,0.000000E+00,8.925117E+02,0.000000E+00,6.292164E-02,0.000000E+00,3.785633E+02,0.000000E+00,2.668582E-02,0.000000E+00,2.611432E+02,0.000000E+00,1.840830E-02,0.000000E+00,2.330109E+03,0.000000E+00,1.642714E-01,0.000000E+00,2.221093E+03,0.000000E+00,1.565854E-01,0.000000E+00,2.863965E+03,0.000000E+00,2.019017E-01,0.000000E+00,2.956086E+03,0.000000E+00,2.083966E-01,0.000000E+00,2.333828E+03,0.000000E+00,1.645334E-01,0.000000E+00,2.362509E+03,0.000000E+00,1.665532E-01,0.000000E+00,2.822107E+03,0.000000E+00,1.989506E-01,0.000000E+00,2.942592E+03,0.000000E+00,2.074451E-01
01:30:00,1.326653E+01,7.138738E+02,1.172013E-03,5.032153E-02,0.000000E+00,8.651056E+02,0.000000E+00,6.098948E-02,0.000000E+00,3.413805E+02,0.000000E+00,2.406465E-02,0.000000E+00,2.216073E+02,0.000000E+00,1.562132E-02,0.000000E+00,2.291239E+03,0.000000E+00,1.615306E-01,0.000000E+00,2.180551E+03,0.000000E+00,1.537269E-01,0.000000E+00,2.807669E+03,0.000000E+00,1.979325E-01,0.000000E+00,2.900512E+03,0.000000E+00,2.044783E-01,0.000000E+00,2.292840E+03,0.000000E+00,1.616434E-01,0.000000E+00,2.320753E+03,0.000000E+00,1.636091E-01,0.000000E+00,2.765355E+03,0.000000E+00,1.949494E-01,0.000000E+00,2.885338E+03,0.000000E+00,2.034084E-01
01:40:00,2.199270E+01,6.826290E+02,1.942915E-03,4.811902E-02,0.000000E+00,8.385575E+02,0.000000E+00,5.911781E-02,0.000000E+00,3.053094E+02,0.000000E+00,2.152185E-02,0.000000E+00,1.833197E+02,0.000000E+00,1.292234E-02,0.000000E+00,2.253228E+03,0.000000E+00,1.588504E-01,0.000000E+00,2.140957E+03,0.000000E+00,1.509352E-01,0.000000E+00,2.752660E+03,0.000000E+00,1.940541E-01,0.000000E+00,2.846186E+03,0.000000E+00,2.006481E-01,0.000000E+00,2.252807E+03,0.000000E+00,1.588207E-01,0.000000E+00,2.279865E+03,0.000000E+00,1.607262E-01,0.000000E+00,2.709925E+03,0.000000E+00,1.910414E-01,0.000000E+00,2.829440E+03,0.000000E+00,1.994675E-01
